label	method	t	mem
ISCA-loss.lex-smallest.cds!stringent.both	direct_eigen	1.85	140592.0
HI1.all.cds!stringent.both	direct_eigen	21.59	143156.0
ISCA-loss.all.cds!stringent.both	direct_eigen	1.89	140472.0
Curated-loss.lex-smallest.exon!stringent.both	direct_eigen	188.94	143656.0
embryonic-lethal.lex-smallest.trans!stringent.both	direct_eigen	2.82	139996.0
All-genes.all.trans!stringent.both	direct_eigen	461.03	159776.0
Decipher-gain.lex-smallest.exon!stringent.both	direct_eigen	1.67	140344.0
Cancer-gain.all.intron!stringent.both	direct_eigen	1.29	140608.0
HPO-rec.lex-smallest.intron!stringent.both	direct_eigen	315.05	144148.0
Non-cod.all.exon!stringent.both	direct_eigen	127.66	143728.0
No-phen.lex-smallest.exon!stringent.both	direct_eigen	10519.85	173472.0
GI1.lex-smallest.exon!stringent.both	direct_eigen	4399.24	160164.0
phen.lex-smallest.intron!stringent.both	direct_eigen	10157.05	172160.0
ISCA-gain.all.exon!stringent.both	direct_eigen	2.76	140784.0
CGD-rec.lex-smallest.cds!stringent.both	direct_eigen	4.9	140572.0
HI3.all.trans!stringent.both	direct_eigen	111.08	148180.0
CGD-rec.lex-smallest.trans!stringent.both	direct_eigen	4.82	140548.0
HPO-dom.all.cds!stringent.both	direct_eigen	3.35	140528.0
Non-cod.all.trans!stringent.both	direct_eigen	18.54	141536.0
Paralogs.all.exon!stringent.both	direct_eigen	19.63	142652.0
HPO-rec.all.trans!stringent.both	direct_eigen	5.4	141516.0
Cancer-gain.lex-smallest.intron!stringent.both	direct_eigen	1.46	140000.0
GI2.lex-smallest.cds!stringent.both	direct_eigen	26.54	141124.0
Decipher-loss.lex-smallest.intron!stringent.both	direct_eigen	2.16	140456.0
Prot-cod.all.trans!stringent.both	direct_eigen	380.67	158224.0
GI3.lex-smallest.trans!stringent.both	direct_eigen	103.76	142472.0
Decipher-loss.lex-smallest.cds!stringent.both	direct_eigen	1.33	139996.0
GI3.all.cds!stringent.both	direct_eigen	115.29	146356.0
HPO-rec.lex-smallest.exon!stringent.both	direct_eigen	385.42	144972.0
All-genes.all.exon!stringent.both	direct_eigen	62488.97	367808.0
Prot-cod.lex-smallest.trans!stringent.both	direct_eigen	356.58	145876.0
HI3.lex-smallest.intron!stringent.both	direct_eigen	7756.04	167552.0
embryonic-lethal.all.trans!stringent.both	direct_eigen	1.94	140296.0
GI2.all.trans!stringent.both	direct_eigen	30.8	144144.0
All-genes.all.cds!stringent.both	direct_eigen	417.67	156112.0
HI2.all.exon!stringent.both	direct_eigen	3123.61	190112.0
CGD-dom.all.cds!stringent.both	direct_eigen	2.7	140492.0
HPO-dom.all.intron!stringent.both	direct_eigen	242.18	154824.0
ISCA-loss.all.trans!stringent.both	direct_eigen	1.83	140088.0
Cancer-gain.all.trans!stringent.both	direct_eigen	1.53	140440.0
No-phen.all.trans!stringent.both	direct_eigen	132.61	149188.0
Cancer-loss.all.trans!stringent.both	direct_eigen	1.87	139952.0
Prot-cod.lex-smallest.cds!stringent.both	direct_eigen	380.76	144820.0
Cancer-loss.lex-smallest.exon!stringent.both	direct_eigen	69.78	141568.0
phen.all.trans!stringent.both	direct_eigen	89.18	147512.0
CGD-rec.all.trans!stringent.both	direct_eigen	5.41	140572.0
Essential.lex-smallest.trans!stringent.both	direct_eigen	12.18	140692.0
GI3.all.exon!stringent.both	direct_eigen	9675.46	221780.0
CGD-rec.all.intron!stringent.both	direct_eigen	488.63	157392.0
ISCA-loss.lex-smallest.intron!stringent.both	direct_eigen	47.56	141376.0
HI2.all.intron!stringent.both	direct_eigen	2244.47	186492.0
ISCA-gain.lex-smallest.trans!stringent.both	direct_eigen	1.55	139568.0
CGD-rec.lex-smallest.exon!stringent.both	direct_eigen	479.57	145952.0
Decipher-gain.all.trans!stringent.both	direct_eigen	1.17	140272.0
Essential.all.intron!stringent.both	direct_eigen	1885.55	185376.0
Essential.all.trans!stringent.both	direct_eigen	13.87	142452.0
GI1.lex-smallest.cds!stringent.both	direct_eigen	19.21	140840.0
HI3.lex-smallest.cds!stringent.both	direct_eigen	111.18	142100.0
GI3.lex-smallest.exon!stringent.both	direct_eigen	7518.68	166924.0
HPO-dom.lex-smallest.cds!stringent.both	direct_eigen	3.31	140152.0
Curated-gain.all.trans!stringent.both	direct_eigen	1.53	140256.0
Decipher-gain.lex-smallest.trans!stringent.both	direct_eigen	1.09	140420.0
Cancer-loss.lex-smallest.trans!stringent.both	direct_eigen	2.2	139960.0
GI3.lex-smallest.cds!stringent.both	direct_eigen	103.83	142668.0
Decipher-gain.lex-smallest.intron!stringent.both	direct_eigen	1.27	140208.0
HI2.lex-smallest.cds!stringent.both	direct_eigen	19.83	141428.0
Curated-gain.all.intron!stringent.both	direct_eigen	17.14	143192.0
HI1.lex-smallest.exon!stringent.both	direct_eigen	2596.71	154816.0
CGD-dom.all.exon!stringent.both	direct_eigen	253.38	155432.0
OMIM.lex-smallest.cds!stringent.both	direct_eigen	15.94	140580.0
phen.lex-smallest.cds!stringent.both	direct_eigen	82.08	142068.0
Cancer-gain.lex-smallest.exon!stringent.both	direct_eigen	1.54	140364.0
CGD-dom.lex-smallest.trans!stringent.both	direct_eigen	2.63	140620.0
HI1.lex-smallest.cds!stringent.both	direct_eigen	19.99	140736.0
Curated-loss.lex-smallest.intron!stringent.both	direct_eigen	154.26	143368.0
Cancer-loss.all.exon!stringent.both	direct_eigen	99.0	148728.0
Decipher-gain.all.intron!stringent.both	direct_eigen	1.25	140280.0
HI2.all.cds!stringent.both	direct_eigen	22.73	142296.0
Cancer-loss.all.cds!stringent.both	direct_eigen	2.72	140456.0
HPO-rec.lex-smallest.cds!stringent.both	direct_eigen	5.59	140404.0
ISCA-loss.all.exon!stringent.both	direct_eigen	68.91	144664.0
Cancer-gain.all.exon!stringent.both	direct_eigen	1.81	140292.0
Cancer-gain.all.cds!stringent.both	direct_eigen	1.26	139720.0
Essential.all.cds!stringent.both	direct_eigen	16.35	142436.0
Prot-cod.all.cds!stringent.both	direct_eigen	420.76	156608.0
OMIM.all.exon!stringent.both	direct_eigen	3009.63	189420.0
phen.all.cds!stringent.both	direct_eigen	93.36	147016.0
OMIM.lex-smallest.intron!stringent.both	direct_eigen	1875.53	153368.0
Paralogs.lex-smallest.intron!stringent.both	direct_eigen	11.74	141052.0
No-phen.lex-smallest.cds!stringent.both	direct_eigen	133.86	143024.0
GI1.all.trans!stringent.both	direct_eigen	19.74	143828.0
GI2.all.exon!stringent.both	direct_eigen	2744.73	190208.0
Cancer-loss.lex-smallest.cds!stringent.both	direct_eigen	1.99	139988.0
HPO-dom.lex-smallest.exon!stringent.both	direct_eigen	245.66	142984.0
GI3.all.trans!stringent.both	direct_eigen	104.06	147096.0
Essential.all.exon!stringent.both	direct_eigen	2527.27	188940.0
HPO-dom.all.trans!stringent.both	direct_eigen	3.33	141352.0
Non-cod.lex-smallest.exon!stringent.both	direct_eigen	115.27	142640.0
Curated-gain.lex-smallest.cds!stringent.both	direct_eigen	1.37	140596.0
Paralogs.all.cds!stringent.both	direct_eigen	1.85	140616.0
HPO-rec.all.cds!stringent.both	direct_eigen	4.44	141244.0
ISCA-loss.all.intron!stringent.both	direct_eigen	50.43	144128.0
GI2.all.intron!stringent.both	direct_eigen	1716.26	186372.0
Curated-gain.lex-smallest.intron!stringent.both	direct_eigen	19.5	140836.0
Prot-cod.lex-smallest.intron!stringent.both	direct_eigen	32225.89	201496.0
OMIM.all.cds!stringent.both	direct_eigen	18.05	142152.0
GI2.lex-smallest.exon!stringent.both	direct_eigen	1992.51	153544.0
Non-cod.lex-smallest.cds!stringent.both	direct_eigen	1.47	139340.0
ISCA-gain.lex-smallest.intron!stringent.both	direct_eigen	2.13	140656.0
HI1.all.trans!stringent.both	direct_eigen	21.41	143932.0
GI1.lex-smallest.intron!stringent.both	direct_eigen	3916.21	159952.0
All-genes.lex-smallest.exon!stringent.both	direct_eigen	46215.24	211396.0
Paralogs.all.trans!stringent.both	direct_eigen	1.67	140272.0
All-genes.lex-smallest.cds!stringent.both	direct_eigen	399.91	145080.0
OMIM.lex-smallest.trans!stringent.both	direct_eigen	15.22	140804.0
HI2.lex-smallest.trans!stringent.both	direct_eigen	19.85	141132.0
No-phen.all.cds!stringent.both	direct_eigen	138.29	148208.0
Non-cod.lex-smallest.trans!stringent.both	direct_eigen	17.6	141204.0
phen.all.exon!stringent.both	direct_eigen	15417.23	259888.0
embryonic-lethal.lex-smallest.exon!stringent.both	direct_eigen	53.94	141204.0
Essential.lex-smallest.cds!stringent.both	direct_eigen	12.69	140844.0
HI3.all.exon!stringent.both	direct_eigen	12480.24	232632.0
embryonic-lethal.all.intron!stringent.both	direct_eigen	53.3	144728.0
HPO-dom.all.exon!stringent.both	direct_eigen	332.71	157280.0
Decipher-loss.lex-smallest.trans!stringent.both	direct_eigen	1.14	140120.0
GI2.lex-smallest.intron!stringent.both	direct_eigen	1603.17	151676.0
phen.lex-smallest.trans!stringent.both	direct_eigen	81.02	142204.0
No-phen.all.exon!stringent.both	direct_eigen	13388.62	241952.0
GI3.all.intron!stringent.both	direct_eigen	5958.76	213512.0
Decipher-loss.all.trans!stringent.both	direct_eigen	1.27	139996.0
Non-cod.all.intron!stringent.both	direct_eigen	51.64	142680.0
HI1.lex-smallest.intron!stringent.both	direct_eigen	2276.5	154096.0
ISCA-gain.lex-smallest.exon!stringent.both	direct_eigen	2.31	140224.0
HPO-dom.lex-smallest.trans!stringent.both	direct_eigen	3.24	140568.0
GI1.all.intron!stringent.both	direct_eigen	4398.56	213316.0
HI1.all.intron!stringent.both	direct_eigen	2559.98	198952.0
GI2.lex-smallest.trans!stringent.both	direct_eigen	25.35	141244.0
Non-cod.lex-smallest.intron!stringent.both	direct_eigen	47.71	141320.0
GI1.all.exon!stringent.both	direct_eigen	5772.24	217344.0
Decipher-loss.all.intron!stringent.both	direct_eigen	2.13	141096.0
HPO-rec.all.exon!stringent.both	direct_eigen	508.51	156812.0
ISCA-loss.lex-smallest.exon!stringent.both	direct_eigen	47.77	141132.0
Prot-cod.all.intron!stringent.both	direct_eigen	37217.61	343700.0
CGD-dom.lex-smallest.intron!stringent.both	direct_eigen	147.21	141868.0
Essential.lex-smallest.exon!stringent.both	direct_eigen	1818.24	152912.0
OMIM.all.trans!stringent.both	direct_eigen	17.24	142848.0
Prot-cod.all.exon!stringent.both	direct_eigen	54531.55	363224.0
Decipher-gain.all.cds!stringent.both	direct_eigen	1.14	140356.0
GI1.lex-smallest.trans!stringent.both	direct_eigen	17.9	140348.0
ISCA-gain.all.cds!stringent.both	direct_eigen	1.49	140292.0
HI3.lex-smallest.exon!stringent.both	direct_eigen	9851.68	170624.0
CGD-rec.all.exon!stringent.both	direct_eigen	670.01	159564.0
HI3.all.cds!stringent.both	direct_eigen	124.09	147152.0
.snakemake_times!stringent.both	direct_eigen	1.17	140568.0
All-genes.all.intron!stringent.both	direct_eigen	36938.91	346908.0
HI3.all.intron!stringent.both	direct_eigen	8282.83	223692.0
HPO-rec.all.intron!stringent.both	direct_eigen	365.27	155852.0
Curated-gain.lex-smallest.exon!stringent.both	direct_eigen	19.45	141148.0
embryonic-lethal.all.exon!stringent.both	direct_eigen	69.29	145556.0
OMIM.all.intron!stringent.both	direct_eigen	2089.76	185864.0
Curated-loss.all.trans!stringent.both	direct_eigen	2.73	140844.0
Curated-loss.lex-smallest.trans!stringent.both	direct_eigen	2.78	140612.0
Decipher-gain.lex-smallest.cds!stringent.both	direct_eigen	1.24	140092.0
All-genes.lex-smallest.intron!stringent.both	direct_eigen	34986.8	203276.0
ISCA-gain.all.trans!stringent.both	direct_eigen	1.3	140416.0
Cancer-gain.lex-smallest.cds!stringent.both	direct_eigen	1.21	139696.0
embryonic-lethal.lex-smallest.cds!stringent.both	direct_eigen	1.81	140424.0
Paralogs.lex-smallest.exon!stringent.both	direct_eigen	13.82	140616.0
Curated-gain.lex-smallest.trans!stringent.both	direct_eigen	2.1	140216.0
embryonic-lethal.all.cds!stringent.both	direct_eigen	1.66	140252.0
CGD-dom.lex-smallest.exon!stringent.both	direct_eigen	177.32	142532.0
ISCA-gain.lex-smallest.cds!stringent.both	direct_eigen	1.29	140452.0
CGD-dom.all.intron!stringent.both	direct_eigen	177.75	154236.0
